,City,Suburb,Sales Q3 2018,"Median
3Q 2018",Sales Q4 2018,Median Q4 2018,Sales Q1 2019,Median Q1 2019,Sales Q2 2019,Median Q2 2019,y18_19_price,sales_18_19
84,CHARLES STURT,FLINDERS PARK,22.0,610000.0,19.0,607500.0,26.0,607500.0,20.0,598500.0,605875.0,87.0
85,CHARLES STURT,FULHAM GARDENS,19.0,620000.0,14.0,687500.0,13.0,657500.0,18.0,667500.0,658125.0,64.0
86,CHARLES STURT,GRANGE,22.0,775000.0,24.0,752500.0,12.0,762500.0,16.0,780000.0,767500.0,74.0
87,CHARLES STURT,HENDON,3.0,461000.0,3.0,421000.0,6.0,387750.0,4.0,450000.0,429937.5,16.0
88,CHARLES STURT,HENLEY BEACH,15.0,880000.0,23.0,900000.0,11.0,975000.0,18.0,857500.0,903125.0,67.0
89,CHARLES STURT,HENLEY BEACH SOUTH,6.0,765000.0,11.0,985000.0,11.0,927500.0,4.0,1125000.0,950625.0,32.0
91,CHARLES STURT,KIDMAN PARK,5.0,620000.0,9.0,550000.0,12.0,630000.0,14.0,580000.0,595000.0,40.0
92,CHARLES STURT,KILKENNY,1.0,675000.0,2.0,527000.0,4.0,455000.0,2.0,392625.0,512406.25,9.0
93,CHARLES STURT,OVINGHAM,3.0,600000.0,1.0,745000.0,2.0,693650.0,2.0,527500.0,641537.5,8.0
94,CHARLES STURT,PENNINGTON,10.0,431000.0,9.0,440000.0,8.0,376000.0,11.0,420000.0,416750.0,38.0
95,CHARLES STURT,RENOWN PARK,10.0,430000.0,4.0,465000.0,4.0,475000.0,1.0,435000.0,451250.0,19.0
97,CHARLES STURT,ROSEWATER,15.0,375000.0,12.0,380000.0,15.0,410000.0,11.0,423000.0,397000.0,53.0
98,CHARLES STURT,ROYAL PARK,9.0,440000.0,20.0,443000.0,17.0,445000.0,13.0,402500.0,432625.0,59.0
99,CHARLES STURT,SEATON,28.0,522500.0,27.0,520705.0,29.0,526999.0,33.0,524850.0,523763.5,117.0
100,CHARLES STURT,SEMAPHORE PARK,9.0,580000.0,11.0,613523.0,9.0,580000.0,12.0,565000.0,584630.75,41.0
101,CHARLES STURT,ST CLAIR,6.0,627500.0,7.0,616000.0,4.0,775000.0,5.0,605000.0,655875.0,22.0
104,CHARLES STURT,WEST BEACH,14.0,904000.0,13.0,751000.0,16.0,852500.0,14.0,686000.0,798375.0,57.0
105,CHARLES STURT,WEST CROYDON,16.0,611750.0,19.0,535000.0,4.0,545000.0,11.0,570637.5,565596.875,50.0
107,CHARLES STURT,WEST LAKES,15.0,830000.0,15.0,777500.0,15.0,720000.0,13.0,750000.0,769375.0,58.0
108,CHARLES STURT,WEST LAKES SHORE,5.0,585000.0,6.0,733750.0,11.0,610000.0,10.0,670000.0,649687.5,32.0
109,CHARLES STURT,WOODVILLE,4.0,487500.0,3.0,620000.0,8.0,637500.0,3.0,640000.0,596250.0,18.0
110,CHARLES STURT,WOODVILLE NORTH,8.0,418000.0,8.0,427500.0,5.0,450000.0,9.0,429000.0,431125.0,30.0
111,CHARLES STURT,WOODVILLE PARK,4.0,602500.0,5.0,667000.0,7.0,575000.0,6.0,572500.0,604250.0,22.0
112,CHARLES STURT,WOODVILLE SOUTH,12.0,542500.0,16.0,508000.0,9.0,585000.0,10.0,575000.0,552625.0,47.0
113,CHARLES STURT,WOODVILLE WEST,10.0,542500.0,16.0,495000.0,16.0,511250.0,14.0,547500.0,524062.5,56.0
115,GAWLER,EVANSTON,7.0,287500.0,8.0,310000.0,8.0,296000.0,7.0,319950.0,303362.5,30.0
116,GAWLER,EVANSTON GARDENS,11.0,328500.0,6.0,371000.0,4.0,269000.0,3.0,312000.0,320125.0,24.0
117,GAWLER,EVANSTON PARK,21.0,313500.0,16.0,335000.0,15.0,378500.0,10.0,365000.0,348000.0,62.0
119,GAWLER,GAWLER,3.0,355000.0,2.0,365000.0,1.0,400000.0,1.0,350000.0,367500.0,7.0
120,GAWLER,GAWLER EAST,23.0,385000.0,20.0,380000.0,29.0,427000.0,19.0,361230.5,388307.625,91.0
121,GAWLER,GAWLER SOUTH,11.0,354000.0,15.0,349500.0,6.0,323750.0,13.0,327500.0,338687.5,45.0
122,GAWLER,GAWLER WEST,9.0,260000.0,3.0,195000.0,3.0,285000.0,4.0,264000.0,251000.0,19.0
127,GAWLER,WILLASTON,15.0,312500.0,13.0,315000.0,12.0,302000.0,14.0,275500.0,301250.0,54.0
128,HOLDFAST BAY,BRIGHTON,10.0,575000.0,8.0,1050000.0,14.0,878000.0,19.0,882500.0,846375.0,51.0
129,HOLDFAST BAY,GLENELG,3.0,990000.0,3.0,800000.0,1.0,920000.0,3.0,990000.0,925000.0,10.0
130,HOLDFAST BAY,GLENELG EAST,12.0,760000.0,10.0,830000.0,6.0,830500.0,10.0,613000.0,758375.0,38.0
131,HOLDFAST BAY,GLENELG NORTH,15.0,770000.0,15.0,641100.0,23.0,750000.0,9.0,800000.0,740275.0,62.0
133,HOLDFAST BAY,HOVE,5.0,690000.0,6.0,740500.0,14.0,691500.0,7.0,590000.0,678000.0,32.0
134,HOLDFAST BAY,KINGSTON PARK,1.0,2050000.0,2.0,1085000.0,1.0,585000.0,4.0,742500.0,1115625.0,8.0
135,HOLDFAST BAY,NORTH BRIGHTON,4.0,785000.0,4.0,664000.0,7.0,825000.0,10.0,690000.0,741000.0,25.0
136,HOLDFAST BAY,SEACLIFF,6.0,675000.0,6.0,821500.0,2.0,806000.0,9.0,645500.0,737000.0,23.0
137,HOLDFAST BAY,SEACLIFF PARK,8.0,551100.0,9.0,540000.0,6.0,569000.0,14.0,555000.0,553775.0,37.0
138,HOLDFAST BAY,SOMERTON PARK,12.0,765000.0,20.0,1030000.0,23.0,1155000.0,14.0,730000.0,920000.0,69.0
139,HOLDFAST BAY,SOUTH BRIGHTON,9.0,732500.0,13.0,525000.0,11.0,580000.0,8.0,915000.0,688125.0,41.0
140,MARION,ASCOT PARK,9.0,520500.0,10.0,434250.0,9.0,452254.0,7.0,510000.0,479251.0,35.0
141,MARION,BEDFORD PARK,8.0,505000.0,2.0,542500.0,5.0,405000.0,5.0,430000.0,470625.0,20.0
142,MARION,CLOVELLY PARK,11.0,475000.0,14.0,482000.0,6.0,590000.0,6.0,401500.0,487125.0,37.0
143,MARION,DARLINGTON,4.0,500000.0,4.0,540000.0,2.0,395000.0,7.0,459500.0,473625.0,17.0
144,MARION,DOVER GARDENS,4.0,486500.0,11.0,466000.0,8.0,547000.0,18.0,515000.0,503625.0,41.0
145,MARION,EDWARDSTOWN,11.0,574000.0,13.0,495000.0,22.0,532500.0,8.0,455000.0,514125.0,54.0
146,MARION,GLANDORE,5.0,625000.0,8.0,703000.0,8.0,652500.0,7.0,675000.0,663875.0,28.0
147,MARION,GLENGOWRIE,18.0,670000.0,15.0,680000.0,16.0,670000.0,25.0,678000.0,674500.0,74.0
148,MARION,HALLETT COVE,45.0,462750.0,45.0,477500.0,52.0,477500.0,46.0,425000.0,460687.5,188.0
150,MARION,MARINO,6.0,775000.0,11.0,672500.0,5.0,820000.0,9.0,750000.0,754375.0,31.0
151,MARION,MARION,13.0,521000.0,17.0,563500.0,22.0,485000.0,14.0,462500.0,508000.0,66.0
152,MARION,MITCHELL PARK,12.0,450000.0,15.0,474000.0,17.0,494000.0,10.0,459000.0,469250.0,54.0
153,MARION,MORPHETTVILLE,17.0,556500.0,13.0,530828.5,3.0,532500.0,14.0,565000.0,546207.125,47.0
154,MARION,OAKLANDS PARK,10.0,530000.0,10.0,492500.0,10.0,520000.0,13.0,520000.0,515625.0,43.0
155,MARION,O'HALLORAN HILL,13.0,383000.0,13.0,415000.0,9.0,373000.0,8.0,450000.0,405250.0,43.0
156,MARION,PARK HOLME,18.0,520000.0,6.0,519444.0,10.0,533000.0,16.0,532500.0,526236.0,50.0
157,MARION,PLYMPTON PARK,15.0,570000.0,12.0,559100.0,11.0,570000.0,5.0,540000.0,559775.0,43.0
158,MARION,SEACLIFF PARK,8.0,551100.0,9.0,540000.0,6.0,569000.0,14.0,555000.0,553775.0,37.0
159,MARION,SEACOMBE GARDENS,13.0,487000.0,9.0,475000.0,10.0,501750.0,12.0,443000.0,476687.5,44.0
160,MARION,SEACOMBE HEIGHTS,9.0,526000.0,14.0,546250.0,4.0,519081.0,5.0,510000.0,525332.75,32.0
161,MARION,SEAVIEW DOWNS,8.0,565267.5,15.0,495000.0,13.0,507500.0,7.0,480000.0,511941.875,43.0
162,MARION,SHEIDOW PARK,20.0,456000.0,18.0,461000.0,20.0,505000.0,24.0,410000.0,458000.0,82.0
163,MARION,SOUTH PLYMPTON,16.0,570000.0,11.0,550000.0,14.0,570000.0,14.0,577000.0,566750.0,55.0
164,MARION,STURT,9.0,460000.0,4.0,490250.0,8.0,500000.0,12.0,475500.0,481437.5,33.0
166,MARION,TROTT PARK,18.0,423750.0,16.0,360000.0,8.0,437500.0,14.0,430000.0,412812.5,56.0
167,MARION,WARRADALE,10.0,605000.0,16.0,599750.0,24.0,612000.0,19.0,603750.0,605125.0,69.0
168,MITCHAM,BEDFORD PARK,8.0,505000.0,2.0,542500.0,5.0,405000.0,5.0,430000.0,470625.0,20.0
169,MITCHAM,BELAIR,9.0,737000.0,19.0,670000.0,15.0,657500.0,17.0,541250.0,651437.5,60.0
170,MITCHAM,BELLEVUE HEIGHTS,3.0,565000.0,7.0,610000.0,12.0,529250.0,9.0,536000.0,560062.5,31.0
171,MITCHAM,BLACKWOOD,17.0,548500.0,16.0,525000.0,14.0,497500.0,17.0,583500.0,538625.0,64.0
173,MITCHAM,CLAPHAM,5.0,748000.0,5.0,670000.0,8.0,635000.0,6.0,717500.0,692625.0,24.0
174,MITCHAM,CLARENCE GARDENS,5.0,592500.0,8.0,584500.0,3.0,668000.0,9.0,727500.0,643125.0,25.0
175,MITCHAM,COLONEL LIGHT GARDENS,14.0,751500.0,8.0,827500.0,9.0,762500.0,13.0,812500.0,788500.0,44.0
176,MITCHAM,COROMANDEL VALLEY,12.0,507500.0,20.0,562500.0,14.0,620000.0,17.0,565000.0,563750.0,63.0
177,MITCHAM,CRAFERS WEST,3.0,580000.0,3.0,818000.0,6.0,627750.0,5.0,600000.0,656437.5,17.0
178,MITCHAM,CRAIGBURN FARM,15.0,760000.0,9.0,750000.0,6.0,757500.0,9.0,685000.0,738125.0,39.0
179,MITCHAM,CUMBERLAND PARK,9.0,740000.0,7.0,600000.0,8.0,737750.0,12.0,827500.0,726312.5,36.0
180,MITCHAM,DAW PARK,11.0,647500.0,11.0,680500.0,7.0,681000.0,10.0,585000.0,648500.0,39.0
181,MITCHAM,EDEN HILLS,10.0,550000.0,8.0,696500.0,8.0,550000.0,9.0,640000.0,609125.0,35.0
182,MITCHAM,GLENALTA,11.0,542625.0,7.0,537000.0,7.0,495000.0,9.0,545000.0,529906.25,34.0
183,MITCHAM,HAWTHORN,4.0,961000.0,5.0,1015000.0,6.0,1074000.0,6.0,917500.0,991875.0,21.0
184,MITCHAM,HAWTHORNDENE,10.0,555000.0,14.0,510000.0,6.0,537500.0,9.0,561500.0,541000.0,39.0
185,MITCHAM,KINGSWOOD,8.0,1043500.0,6.0,989000.0,6.0,1418000.0,7.0,830750.0,1070312.5,27.0
187,MITCHAM,LOWER MITCHAM,9.0,849625.0,9.0,910500.0,5.0,855000.0,9.0,854339.0,867366.0,32.0
189,MITCHAM,MELROSE PARK,3.0,560000.0,10.0,594250.0,7.0,621000.0,7.0,652000.0,606812.5,27.0
190,MITCHAM,MITCHAM,5.0,994625.0,10.0,900000.0,7.0,1075000.0,5.0,835077.5,951175.625,27.0
191,MITCHAM,NETHERBY,1.0,1760000.0,9.0,890000.0,4.0,1246525.0,5.0,1217000.0,1278381.25,19.0
192,MITCHAM,PANORAMA,10.0,540000.0,14.0,588500.0,17.0,715000.0,3.0,590000.0,608375.0,44.0
193,MITCHAM,PASADENA,12.0,570000.0,8.0,590000.0,7.0,565000.0,4.0,689500.0,603625.0,31.0
195,MITCHAM,ST MARYS,7.0,522500.0,13.0,488000.0,10.0,387000.0,12.0,489500.0,471750.0,42.0
196,MITCHAM,TORRENS PARK,11.0,720000.0,11.0,955000.0,7.0,845000.0,7.0,1370000.0,972500.0,36.0
198,MITCHAM,URRBRAE,6.0,855500.0,6.0,882000.0,2.0,1132500.0,2.0,875000.0,936250.0,16.0
199,MITCHAM,WESTBOURNE PARK,5.0,852000.0,9.0,1128000.0,5.0,945000.0,9.0,890000.0,953750.0,28.0
201,NORWOOD PAYNEHAM & ST PETERS,EVANDALE,4.0,654750.0,3.0,707500.0,3.0,880000.0,3.0,844000.0,771562.5,13.0
202,NORWOOD PAYNEHAM & ST PETERS,FELIXSTOW,5.0,572500.0,7.0,620000.0,8.0,667500.0,6.0,525000.0,596250.0,26.0
204,NORWOOD PAYNEHAM & ST PETERS,GLYNDE,6.0,630000.0,7.0,655000.0,2.0,575000.0,5.0,676500.0,634125.0,20.0
207,NORWOOD PAYNEHAM & ST PETERS,JOSLIN,2.0,1516000.0,3.0,1110000.0,3.0,1160000.0,5.0,910000.0,1174000.0,13.0
210,NORWOOD PAYNEHAM & ST PETERS,MARDEN,2.0,772500.0,4.0,1224500.0,7.0,749999.0,6.0,610000.0,839249.75,19.0
212,NORWOOD PAYNEHAM & ST PETERS,MAYLANDS,2.0,715000.0,5.0,815000.0,1.0,740000.0,3.0,677000.0,736750.0,11.0
213,NORWOOD PAYNEHAM & ST PETERS,NORWOOD,6.0,790000.0,13.0,896000.0,13.0,915000.0,11.0,807500.0,852125.0,43.0
214,NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM,3.0,646000.0,7.0,700000.0,4.0,605000.0,2.0,787500.0,684625.0,16.0
215,NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM SOUTH,5.0,767000.0,3.0,924000.0,2.0,742500.0,5.0,690000.0,780875.0,15.0
216,NORWOOD PAYNEHAM & ST PETERS,ROYSTON PARK,2.0,878000.0,2.0,787000.0,4.0,1160000.0,2.0,940000.0,941250.0,10.0
218,NORWOOD PAYNEHAM & ST PETERS,ST PETERS,8.0,1250000.0,15.0,1212500.0,10.0,1463000.0,3.0,1005000.0,1232625.0,36.0
219,NORWOOD PAYNEHAM & ST PETERS,STEPNEY,2.0,705500.0,1.0,685000.0,4.0,872500.0,1.0,988500.0,812875.0,8.0
220,NORWOOD PAYNEHAM & ST PETERS,TRINITY GARDENS,3.0,765000.0,3.0,952000.0,1.0,1250000.0,8.0,797500.0,941125.0,15.0
221,ONKAPARINGA,ABERFOYLE PARK,42.0,425000.0,42.0,421000.0,28.0,450000.0,27.0,432000.0,432000.0,139.0
223,ONKAPARINGA,ALDINGA BEACH,49.0,341000.0,54.0,345000.0,51.0,356250.0,53.0,390000.0,358062.5,207.0
225,ONKAPARINGA,CHANDLERS HILL,4.0,719500.0,1.0,620000.0,1.0,506500.0,2.0,605000.0,612750.0,8.0
227,ONKAPARINGA,CHRISTIE DOWNS,14.0,265000.0,18.0,260000.0,13.0,279000.0,22.0,270500.0,268625.0,67.0
228,ONKAPARINGA,CHRISTIES BEACH,26.0,329000.0,20.0,385000.0,32.0,374000.0,25.0,410000.0,374500.0,103.0
231,ONKAPARINGA,COROMANDEL VALLEY,12.0,507500.0,20.0,562500.0,14.0,620000.0,17.0,565000.0,563750.0,63.0
232,ONKAPARINGA,CRAIGBURN FARM,15.0,760000.0,9.0,750000.0,6.0,757500.0,9.0,685000.0,738125.0,39.0
233,ONKAPARINGA,DARLINGTON,4.0,500000.0,4.0,540000.0,2.0,395000.0,7.0,459500.0,473625.0,17.0
235,ONKAPARINGA,FLAGSTAFF HILL,38.0,530000.0,35.0,554500.0,30.0,510000.0,30.0,536000.0,532625.0,133.0
236,ONKAPARINGA,HACKHAM,10.0,280000.0,28.0,290000.0,16.0,293250.0,18.0,287500.0,287687.5,72.0
237,ONKAPARINGA,HACKHAM WEST,7.0,260000.0,11.0,255000.0,7.0,295000.0,10.0,265000.0,268750.0,35.0
238,ONKAPARINGA,HALLETT COVE,45.0,462750.0,45.0,477500.0,52.0,477500.0,46.0,425000.0,460687.5,188.0
239,ONKAPARINGA,HAPPY VALLEY,47.0,399000.0,37.0,396500.0,47.0,392555.5,42.0,393200.0,395313.875,173.0
240,ONKAPARINGA,HUNTFIELD HEIGHTS,17.0,280000.0,12.0,312000.0,12.0,258000.0,15.0,305000.0,288750.0,56.0
244,ONKAPARINGA,MASLIN BEACH,2.0,372500.0,3.0,380000.0,2.0,542500.0,6.0,360000.0,413750.0,13.0
245,ONKAPARINGA,MCLAREN FLAT,3.0,600000.0,3.0,435000.0,3.0,587500.0,3.0,657500.0,570000.0,12.0
246,ONKAPARINGA,MCLAREN VALE,16.0,470000.0,13.0,440000.0,10.0,431750.0,11.0,415000.0,439187.5,50.0
247,ONKAPARINGA,MOANA,8.0,472500.0,15.0,451500.0,14.0,447000.0,11.0,513000.0,471000.0,48.0
248,ONKAPARINGA,MORPHETT VALE,88.0,309000.0,98.0,323550.0,67.0,318500.0,86.0,310000.0,315262.5,339.0
250,ONKAPARINGA,NOARLUNGA DOWNS,13.0,317000.0,14.0,347500.0,10.0,427750.0,9.0,269500.0,340437.5,46.0
251,ONKAPARINGA,O'HALLORAN HILL,13.0,383000.0,13.0,415000.0,9.0,373000.0,8.0,450000.0,405250.0,43.0
252,ONKAPARINGA,OLD NOARLUNGA,6.0,472500.0,7.0,414000.0,3.0,511000.0,8.0,330000.0,431875.0,24.0
253,ONKAPARINGA,OLD REYNELLA,16.0,365500.0,15.0,376000.0,13.0,355000.0,13.0,334000.0,357625.0,57.0
254,ONKAPARINGA,ONKAPARINGA HILLS,6.0,482500.0,3.0,500000.0,6.0,500000.0,3.0,510000.0,498125.0,18.0
255,ONKAPARINGA,O'SULLIVAN BEACH,7.0,302600.0,12.0,326000.0,6.0,322500.0,4.0,271000.0,305525.0,29.0
256,ONKAPARINGA,PORT NOARLUNGA,15.0,430000.0,13.0,420000.0,11.0,390000.0,5.0,592500.0,458125.0,44.0
257,ONKAPARINGA,PORT NOARLUNGA SOUTH,9.0,427000.0,12.0,432500.0,16.0,420000.0,7.0,345000.0,406125.0,44.0
258,ONKAPARINGA,PORT WILLUNGA,5.0,420000.0,13.0,341750.0,10.0,400000.0,9.0,540000.0,425437.5,37.0
259,ONKAPARINGA,REYNELLA,20.0,323000.0,33.0,337750.0,18.0,361000.0,18.0,338750.0,340125.0,89.0
260,ONKAPARINGA,REYNELLA EAST,5.0,333500.0,6.0,345000.0,4.0,347000.0,6.0,347500.0,343250.0,21.0
261,ONKAPARINGA,SEAFORD,8.0,365000.0,24.0,386000.0,24.0,365000.0,13.0,340000.0,364000.0,69.0
262,ONKAPARINGA,SEAFORD HEIGHTS,3.0,435000.0,4.0,393000.0,2.0,360000.0,5.0,493000.0,420250.0,14.0
263,ONKAPARINGA,SEAFORD MEADOWS,19.0,408000.0,22.0,393500.0,14.0,425000.0,21.0,396100.0,405650.0,76.0
264,ONKAPARINGA,SEAFORD RISE,32.0,423500.0,23.0,427500.0,18.0,455000.0,19.0,392250.0,424562.5,92.0
265,ONKAPARINGA,SELLICKS BEACH,14.0,320500.0,27.0,381500.0,14.0,330000.0,18.0,352000.0,346000.0,73.0
269,ONKAPARINGA,VALE PARK,9.0,697500.0,4.0,780000.0,7.0,745000.0,12.0,697000.0,729875.0,32.0
271,ONKAPARINGA,WILLUNGA,11.0,555000.0,6.0,461500.0,5.0,547500.0,6.0,462500.0,506625.0,28.0
273,ONKAPARINGA,WOODCROFT,28.0,392000.0,29.0,387061.5,40.0,380500.0,42.0,430000.0,397390.375,139.0
274,PLAYFORD,ANDREWS FARM,41.0,280000.0,43.0,275000.0,31.0,276000.0,32.0,264250.0,273812.5,147.0
275,PLAYFORD,ANGLE VALE,3.0,572500.0,9.0,530000.0,6.0,512500.0,8.0,607500.0,555625.0,26.0
277,PLAYFORD,BLAKEVIEW,33.0,315000.0,37.0,345250.0,26.0,350000.0,34.0,329000.0,334812.5,130.0
279,PLAYFORD,CRAIGMORE,46.0,312000.0,40.0,317500.0,38.0,312000.0,28.0,315000.0,314125.0,152.0
280,PLAYFORD,DAVOREN PARK,28.0,190000.0,18.0,190000.0,11.0,217000.0,18.0,195000.0,198000.0,75.0
284,PLAYFORD,ELIZABETH DOWNS,19.0,185000.0,24.0,182500.0,20.0,203500.0,11.0,194000.0,191250.0,74.0
285,PLAYFORD,ELIZABETH EAST,16.0,225000.0,9.0,225000.0,12.0,220000.0,23.0,218750.0,222187.5,60.0
286,PLAYFORD,ELIZABETH GROVE,5.0,250000.0,4.0,243000.0,4.0,215000.0,11.0,239000.0,236750.0,24.0
