,City,Suburb,Sales Q3 2017,"Median
3Q 2017",Sales Q4 2017,Median Q4 2017,Sales Q1 2018,Median Q1 2018,Sales Q2 2018,Median Q2 2018,y17_18_price,sales_17_18
457,WEST TORRENS,FULHAM,8.0,697500.0,14.0,723750.0,8.0,715000.0,15.0,738750.0,718750.0,45.0
458,WEST TORRENS,GLANDORE,9.0,637500.0,6.0,580000.0,12.0,680000.0,7.0,726000.0,655875.0,34.0
459,WEST TORRENS,GLENELG NORTH,13.0,703750.0,19.0,705000.0,15.0,775000.0,15.0,790500.0,743562.5,62.0
460,WEST TORRENS,HILTON,1.0,500000.0,5.0,565000.0,2.0,512500.0,1.0,660000.0,559375.0,9.0
463,WEST TORRENS,KURRALTA PARK,10.0,565000.0,14.0,567000.0,15.0,623000.0,4.0,563500.0,579625.0,43.0
464,WEST TORRENS,LOCKLEYS,17.0,597500.0,23.0,677500.0,13.0,627000.0,21.0,662500.0,641125.0,74.0
465,WEST TORRENS,MARLESTON,3.0,581000.0,7.0,540000.0,6.0,574500.0,5.0,540000.0,558875.0,21.0
466,WEST TORRENS,MILE END,6.0,696000.0,3.0,701500.0,8.0,572500.0,6.0,627000.0,649250.0,23.0
468,WEST TORRENS,NETLEY,4.0,470000.0,4.0,507500.0,6.0,538850.0,8.0,520000.0,509087.5,22.0
469,WEST TORRENS,NORTH PLYMPTON,14.0,510000.0,11.0,550000.0,12.0,545000.0,14.0,547500.0,538125.0,51.0
470,WEST TORRENS,NOVAR GARDENS,9.0,687750.0,5.0,573000.0,9.0,701000.0,5.0,737500.0,674812.5,28.0
471,WEST TORRENS,PLYMPTON,12.0,605000.0,18.0,605000.0,12.0,629500.0,23.0,672500.0,628000.0,65.0
472,WEST TORRENS,RICHMOND,12.0,489250.0,6.0,600000.0,5.0,492000.0,8.0,513000.0,523562.5,31.0
473,WEST TORRENS,THEBARTON,2.0,536250.0,6.0,588650.0,4.0,560000.0,3.0,510000.0,548725.0,15.0
474,WEST TORRENS,TORRENSVILLE,8.0,525000.0,10.0,635000.0,15.0,545000.0,10.0,552500.0,564375.0,43.0
475,WEST TORRENS,UNDERDALE,7.0,565000.0,8.0,650000.0,8.0,610500.0,8.0,627500.0,613250.0,31.0
476,WEST TORRENS,WEST BEACH,14.0,770000.0,8.0,712500.0,13.0,691250.0,12.0,706250.0,720000.0,47.0
477,WEST TORRENS,WEST RICHMOND,4.0,379500.0,2.0,495000.0,7.0,430000.0,2.0,450500.0,438750.0,15.0
