,City,Suburb,Sales Q3 2016,"Median
3Q 2016",Sales Q4 2016,Median Q4 2016,Sales Q1 2017,Median Q1 2017,Sales Q2 2017,Median Q2 2017
364,PROSPECT,BROADVIEW,18.0,567500.0,18.0,605000.0,15.0,524000.0,13.0,497500.0
365,PROSPECT,COLLINSWOOD,3.0,1150000.0,2.0,695500.0,4.0,830000.0,5.0,930000.0
368,PROSPECT,NAILSWORTH,7.0,727500.0,4.0,618000.0,6.0,590000.0,12.0,730000.0
370,PROSPECT,PROSPECT,36.0,661000.0,48.0,700000.0,42.0,725000.0,44.0,759000.0
371,PROSPECT,SEFTON PARK,4.0,645000.0,4.0,506500.0,3.0,590000.0,6.0,712000.0
374,SALISBURY,BRAHMA LODGE,13.0,272000.0,13.0,262500.0,18.0,260000.0,16.0,272500.0
375,SALISBURY,BURTON,18.0,292225.0,22.0,322500.0,16.0,295000.0,28.0,322500.0
380,SALISBURY,ELIZABETH VALE,14.0,243500.0,12.0,240000.0,15.0,235000.0,16.0,237500.0
383,SALISBURY,GULFVIEW HEIGHTS,12.0,650500.0,14.0,586500.0,10.0,408750.0,10.0,691500.0
384,SALISBURY,INGLE FARM,34.0,335500.0,30.0,332500.0,36.0,325000.0,40.0,343000.0
385,SALISBURY,MAWSON LAKES,39.0,503000.0,60.0,499500.0,45.0,520000.0,56.0,454500.0
386,SALISBURY,MODBURY HEIGHTS,24.0,380000.0,27.0,415000.0,27.0,392500.0,32.0,380000.0
387,SALISBURY,PARA HILLS,26.0,298600.0,31.0,315000.0,33.0,320000.0,34.0,323000.0
388,SALISBURY,PARA HILLS WEST,3.0,330000.0,14.0,320000.0,10.0,335000.0,11.0,315000.0
389,SALISBURY,PARA VISTA,8.0,370000.0,11.0,350000.0,13.0,302500.0,12.0,335250.0
390,SALISBURY,PARAFIELD GARDENS,36.0,316500.0,53.0,310000.0,43.0,342750.0,41.0,352500.0
391,SALISBURY,PARALOWIE,43.0,290000.0,75.0,329500.0,61.0,324250.0,61.0,312750.0
392,SALISBURY,POORAKA,14.0,363500.0,17.0,361000.0,13.0,367000.0,27.0,347000.0
393,SALISBURY,SALISBURY,13.0,290000.0,24.0,285000.0,23.0,320000.0,20.0,305000.0
394,SALISBURY,SALISBURY DOWNS,17.0,305000.0,9.0,300000.0,13.0,306000.0,21.0,300000.0
395,SALISBURY,SALISBURY EAST,38.0,310000.0,36.0,315000.0,30.0,302000.0,42.0,310000.0
396,SALISBURY,SALISBURY HEIGHTS,15.0,406000.0,23.0,374000.0,14.0,370000.0,20.0,433500.0
397,SALISBURY,SALISBURY NORTH,19.0,254000.0,29.0,260000.0,29.0,276500.0,37.0,253500.0
398,SALISBURY,SALISBURY PARK,6.0,245000.0,11.0,295000.0,9.0,285000.0,8.0,300000.0
399,SALISBURY,SALISBURY PLAIN,1.0,345000.0,3.0,320000.0,7.0,340000.0,2.0,322500.0
402,SALISBURY,VALLEY VIEW,22.0,375000.0,22.0,395000.0,20.0,416000.0,32.0,386000.0
403,SALISBURY,WALKLEY HEIGHTS,9.0,530000.0,10.0,440000.0,9.0,537500.0,11.0,560000.0
405,TEA TREE GULLY,BANKSIA PARK,9.0,370000.0,16.0,370000.0,10.0,400800.0,24.0,422000.0
406,TEA TREE GULLY,DERNANCOURT,13.0,422000.0,15.0,470000.0,13.0,540000.0,15.0,463000.0
407,TEA TREE GULLY,FAIRVIEW PARK,19.0,403750.0,11.0,400000.0,15.0,346250.0,8.0,425000.0
408,TEA TREE GULLY,GILLES PLAINS,17.0,378750.0,16.0,395000.0,13.0,380000.0,13.0,358000.0
409,TEA TREE GULLY,GOLDEN GROVE,32.0,494000.0,42.0,447500.0,32.0,485000.0,36.0,446750.0
411,TEA TREE GULLY,GREENWITH,34.0,418500.0,32.0,450500.0,30.0,458000.0,40.0,478250.0
412,TEA TREE GULLY,GULFVIEW HEIGHTS,12.0,650500.0,14.0,586500.0,10.0,408750.0,10.0,691500.0
413,TEA TREE GULLY,HIGHBURY,22.0,495000.0,28.0,441500.0,15.0,457500.0,30.0,550000.0
414,TEA TREE GULLY,HOLDEN HILL,17.0,391750.0,19.0,393500.0,16.0,357500.0,14.0,390000.0
415,TEA TREE GULLY,HOPE VALLEY,25.0,383750.0,34.0,402500.0,28.0,382500.0,22.0,440000.0
416,TEA TREE GULLY,MODBURY,13.0,350000.0,14.0,355000.0,23.0,370000.0,20.0,374000.0
417,TEA TREE GULLY,MODBURY HEIGHTS,24.0,380000.0,27.0,415000.0,27.0,392500.0,32.0,380000.0
418,TEA TREE GULLY,MODBURY NORTH,24.0,350000.0,22.0,320000.0,25.0,348000.0,25.0,367500.0
419,TEA TREE GULLY,REDWOOD PARK,22.0,355000.0,13.0,367000.0,20.0,395000.0,26.0,392000.0
420,TEA TREE GULLY,RIDGEHAVEN,16.0,350000.0,15.0,325000.0,9.0,356500.0,20.0,383250.0
421,TEA TREE GULLY,SALISBURY EAST,38.0,310000.0,36.0,315000.0,30.0,302000.0,42.0,310000.0
422,TEA TREE GULLY,SALISBURY HEIGHTS,15.0,406000.0,23.0,374000.0,14.0,370000.0,20.0,433500.0
423,TEA TREE GULLY,ST AGNES,13.0,439000.0,15.0,390000.0,22.0,425000.0,10.0,408500.0
424,TEA TREE GULLY,SURREY DOWNS,17.0,381000.0,17.0,365000.0,6.0,395750.0,7.0,402000.0
425,TEA TREE GULLY,TEA TREE GULLY,6.0,396500.0,10.0,400000.0,8.0,366500.0,20.0,371500.0
426,TEA TREE GULLY,VALLEY VIEW,22.0,375000.0,22.0,395000.0,20.0,416000.0,32.0,386000.0
427,TEA TREE GULLY,VISTA,4.0,360000.0,3.0,505000.0,2.0,374000.0,6.0,427500.0
428,TEA TREE GULLY,WYNN VALE,21.0,420000.0,30.0,430000.0,19.0,378500.0,25.0,445000.0
430,UNLEY,BLACK FOREST,5.0,710000.0,1.0,815000.0,4.0,823750.0,1.0,732000.0
431,UNLEY,CLARENCE PARK,2.0,675000.0,8.0,697500.0,5.0,674000.0,12.0,725000.0
432,UNLEY,EVERARD PARK,1.0,637000.0,2.0,739750.0,2.0,611000.0,1.0,850000.0
434,UNLEY,FULLARTON,9.0,909000.0,7.0,1000000.0,16.0,817000.0,4.0,751500.0
435,UNLEY,GOODWOOD,2.0,744000.0,6.0,869500.0,5.0,652500.0,9.0,795000.0
436,UNLEY,HIGHGATE,6.0,945000.0,3.0,1095000.0,4.0,777500.0,6.0,910500.0
437,UNLEY,HYDE PARK,7.0,1142500.0,6.0,1220000.0,6.0,1160000.0,9.0,1485500.0
440,UNLEY,MALVERN,4.0,1614090.0,4.0,1595000.0,11.0,1395500.0,4.0,1076500.0
441,UNLEY,MILLSWOOD,5.0,1850000.0,2.0,1018500.0,10.0,962000.0,3.0,1067000.0
442,UNLEY,MYRTLE BANK,8.0,964000.0,11.0,1065000.0,4.0,850000.0,1.0,551000.0
443,UNLEY,PARKSIDE,8.0,706000.0,16.0,815000.0,7.0,721000.0,13.0,907500.0
444,UNLEY,UNLEY,6.0,777500.0,11.0,1055000.0,14.0,888000.0,4.0,1090000.0
445,UNLEY,UNLEY PARK,4.0,2027500.0,5.0,1324000.0,4.0,1716500.0,4.0,1250000.0
447,WALKERVILLE,GILBERTON,2.0,880000.0,4.0,1000000.0,6.0,900500.0,2.0,1280000.0
448,WALKERVILLE,MEDINDIE,3.0,1582500.0,5.0,999000.0,1.0,1310000.0,3.0,1850000.0
449,WALKERVILLE,VALE PARK,8.0,755000.0,11.0,768000.0,13.0,666000.0,12.0,684500.0
450,WALKERVILLE,WALKERVILLE,5.0,1400000.0,14.0,1650000.0,14.0,1300000.0,9.0,1330000.0
452,WEST TORRENS,ASHFORD,2.0,588500.0,2.0,470000.0,1.0,530000.0,1.0,500000.0
453,WEST TORRENS,BROOKLYN PARK,16.0,533500.0,15.0,510000.0,4.0,472500.0,14.0,507000.0
454,WEST TORRENS,CAMDEN PARK,5.0,487944.0,8.0,440000.0,11.0,595000.0,13.0,589000.0
455,WEST TORRENS,COWANDILLA,1.0,420000.0,2.0,508776.0,5.0,505000.0,9.0,465000.0
456,WEST TORRENS,FULHAM,9.0,698000.0,8.0,655000.0,6.0,592500.0,8.0,766500.0
457,WEST TORRENS,GLANDORE,6.0,645000.0,6.0,605555.5,10.0,733000.0,5.0,772000.0
458,WEST TORRENS,GLENELG NORTH,20.0,610000.0,25.0,702500.0,22.0,680000.0,11.0,692500.0
462,WEST TORRENS,KURRALTA PARK,10.0,475000.0,5.0,588750.0,7.0,595000.0,11.0,750000.0
463,WEST TORRENS,LOCKLEYS,12.0,702500.0,19.0,631000.0,16.0,702500.0,24.0,705000.0
464,WEST TORRENS,MARLESTON,6.0,537500.0,5.0,520000.0,3.0,686000.0,4.0,533000.0
465,WEST TORRENS,MILE END,10.0,619275.0,12.0,698000.0,10.0,567000.0,11.0,575000.0
467,WEST TORRENS,NETLEY,7.0,567500.0,8.0,447500.0,8.0,473500.0,3.0,460000.0
468,WEST TORRENS,NORTH PLYMPTON,12.0,481500.0,13.0,550000.0,15.0,579000.0,18.0,567500.0
469,WEST TORRENS,NOVAR GARDENS,3.0,606000.0,6.0,602500.0,5.0,606000.0,12.0,640000.0
470,WEST TORRENS,PLYMPTON,9.0,527000.0,14.0,650500.0,20.0,541600.0,19.0,600000.0
471,WEST TORRENS,RICHMOND,4.0,512500.0,10.0,481000.0,8.0,498500.0,7.0,527500.0
472,WEST TORRENS,THEBARTON,2.0,516000.0,6.0,510000.0,3.0,568000.0,3.0,682000.0
473,WEST TORRENS,TORRENSVILLE,6.0,605000.0,10.0,588000.0,12.0,532000.0,11.0,597500.0
474,WEST TORRENS,UNDERDALE,6.0,521500.0,4.0,567500.0,5.0,540000.0,4.0,737500.0
475,WEST TORRENS,WEST BEACH,18.0,660000.0,11.0,575000.0,12.0,670000.0,13.0,740000.0
476,WEST TORRENS,WEST RICHMOND,2.0,468500.0,8.0,417500.0,2.0,419600.0,4.0,452500.0
