,City,Suburb,Sales Q3 2019,"Median
3Q 2019",Sales Q4 2019,Median Q4 2019,Sales Q1 2020,Median Q1 2020,Sales Q2 2020,Median Q2 2020
46,BURNSIDE,GLENSIDE,5.0,1000000.0,7.0,1007950.0,7.0,845500.0,3.0,1076500.0
47,BURNSIDE,GLENUNGA,3.0,1077750.0,5.0,941500.0,6.0,1180000.0,6.0,1051888.0
48,BURNSIDE,HAZELWOOD PARK,2.0,942500.0,6.0,910000.0,11.0,1150000.0,8.0,1202500.0
50,BURNSIDE,KENSINGTON GARDENS,5.0,940000.0,8.0,990000.0,8.0,1010000.0,7.0,966250.0
51,BURNSIDE,KENSINGTON PARK,6.0,745000.0,6.0,894000.0,4.0,866000.0,2.0,948000.0
52,BURNSIDE,LEABROOK,1.0,1480000.0,4.0,1700000.0,2.0,1450000.0,1.0,1080000.0
54,BURNSIDE,LINDEN PARK,9.0,888000.0,10.0,1020944.0,7.0,955000.0,5.0,850000.0
55,BURNSIDE,MAGILL,26.0,685000.0,31.0,648000.0,31.0,633500.0,23.0,775000.0
56,BURNSIDE,MOUNT OSMOND,3.0,780000.0,2.0,920000.0,4.0,890000.0,3.0,860000.0
57,BURNSIDE,ROSE PARK,2.0,1650000.0,3.0,1500000.0,2.0,1445000.0,1.0,860000.0
58,BURNSIDE,ROSSLYN PARK,4.0,835000.0,3.0,915000.0,1.0,1950000.0,4.0,915000.0
60,BURNSIDE,ST GEORGES,2.0,1320000.0,6.0,919000.0,4.0,1060000.0,6.0,1140000.0
61,BURNSIDE,STONYFELL,2.0,1200000.0,5.0,1100000.0,2.0,920000.0,7.0,1048888.0
62,BURNSIDE,TOORAK GARDENS,2.0,1606500.0,5.0,1450000.0,2.0,1982500.0,14.0,1425000.0
65,BURNSIDE,WATTLE PARK,2.0,960000.0,13.0,890000.0,5.0,780000.0,7.0,950000.0
66,CAMPBELLTOWN,ATHELSTONE,21.0,537500.0,17.0,572500.0,27.0,570000.0,33.0,590000.0
67,CAMPBELLTOWN,CAMPBELLTOWN,34.0,565000.0,23.0,560500.0,28.0,526750.0,27.0,546000.0
68,CAMPBELLTOWN,HECTORVILLE,10.0,595000.0,10.0,500000.0,6.0,602000.0,10.0,566000.0
69,CAMPBELLTOWN,MAGILL,26.0,685000.0,31.0,648000.0,31.0,633500.0,23.0,775000.0
70,CAMPBELLTOWN,NEWTON,7.0,467000.0,25.0,544000.0,8.0,522500.0,13.0,570000.0
71,CAMPBELLTOWN,PARADISE,18.0,509500.0,16.0,510000.0,13.0,518000.0,13.0,477500.0
72,CAMPBELLTOWN,ROSTREVOR,25.0,620000.0,32.0,600000.0,36.0,628250.0,22.0,690000.0
73,CAMPBELLTOWN,TRANMERE,12.0,695000.0,9.0,641000.0,11.0,710000.0,17.0,680000.0
74,CHARLES STURT,ALBERT PARK,9.0,446000.0,10.0,505000.0,6.0,473500.0,9.0,450000.0
75,CHARLES STURT,ALLENBY GARDENS,4.0,600000.0,4.0,500000.0,5.0,665000.0,4.0,890000.0
76,CHARLES STURT,ATHOL PARK,4.0,401750.0,4.0,412000.0,4.0,410000.0,6.0,414000.0
77,CHARLES STURT,BEVERLEY,6.0,468500.0,2.0,545000.0,4.0,470250.0,8.0,470000.0
79,CHARLES STURT,BROMPTON,5.0,521000.0,3.0,551500.0,4.0,588500.0,5.0,580000.0
80,CHARLES STURT,CHELTENHAM,9.0,528000.0,8.0,443500.0,5.0,452500.0,2.0,471000.0
81,CHARLES STURT,CROYDON,1.0,600000.0,4.0,645000.0,4.0,691000.0,2.0,615000.0
82,CHARLES STURT,DEVON PARK,5.0,560075.0,1.0,477000.0,2.0,520000.0,4.0,568000.0
83,CHARLES STURT,FINDON,19.0,550000.0,19.0,535000.0,18.0,550000.0,14.0,560000.0
84,CHARLES STURT,FLINDERS PARK,11.0,585000.0,15.0,625000.0,18.0,636250.0,20.0,560000.0
85,CHARLES STURT,FULHAM GARDENS,7.0,626000.0,18.0,746000.0,14.0,660000.0,13.0,725000.0
86,CHARLES STURT,GRANGE,17.0,665500.0,12.0,745000.0,15.0,722000.0,20.0,848500.0
87,CHARLES STURT,HENDON,1.0,462000.0,6.0,390000.0,3.0,313000.0,2.0,480000.0
88,CHARLES STURT,HENLEY BEACH,14.0,870000.0,19.0,900000.0,18.0,951500.0,16.0,926500.0
89,CHARLES STURT,HENLEY BEACH SOUTH,4.0,915000.0,9.0,836000.0,5.0,1035000.0,4.0,837500.0
91,CHARLES STURT,KIDMAN PARK,7.0,560000.0,8.0,590000.0,5.0,609000.0,14.0,627500.0
92,CHARLES STURT,KILKENNY,4.0,441000.0,5.0,417000.0,3.0,572000.0,7.0,515500.0
94,CHARLES STURT,PENNINGTON,10.0,422500.0,11.0,412500.0,8.0,431750.0,8.0,471500.0
95,CHARLES STURT,RENOWN PARK,3.0,482500.0,2.0,483500.0,4.0,535000.0,4.0,497500.0
96,CHARLES STURT,RIDLEYTON,4.0,516500.0,3.0,445000.0,2.0,559300.0,3.0,560000.0
97,CHARLES STURT,ROSEWATER,16.0,385750.0,15.0,461000.0,12.0,393000.0,8.0,481750.0
98,CHARLES STURT,ROYAL PARK,8.0,465000.0,9.0,438050.0,11.0,403000.0,9.0,480000.0
99,CHARLES STURT,SEATON,38.0,507500.0,27.0,550000.0,40.0,526750.0,28.0,540000.0
100,CHARLES STURT,SEMAPHORE PARK,14.0,529000.0,13.0,531000.0,12.0,585000.0,8.0,535000.0
101,CHARLES STURT,ST CLAIR,8.0,539090.0,3.0,460000.0,10.0,485000.0,8.0,452500.0
104,CHARLES STURT,WEST BEACH,13.0,780000.0,11.0,811000.0,15.0,872500.0,10.0,932500.0
105,CHARLES STURT,WEST CROYDON,12.0,553500.0,14.0,611500.0,11.0,616500.0,13.0,579250.0
107,CHARLES STURT,WEST LAKES,13.0,745000.0,25.0,841950.0,14.0,785000.0,11.0,814000.0
108,CHARLES STURT,WEST LAKES SHORE,15.0,640000.0,2.0,709500.0,13.0,765000.0,9.0,660000.0
109,CHARLES STURT,WOODVILLE,2.0,525000.0,2.0,964000.0,2.0,750000.0,6.0,695000.0
110,CHARLES STURT,WOODVILLE NORTH,11.0,412500.0,6.0,433000.0,6.0,472000.0,5.0,431000.0
111,CHARLES STURT,WOODVILLE PARK,5.0,568000.0,4.0,564500.0,6.0,571995.0,5.0,810000.0
112,CHARLES STURT,WOODVILLE SOUTH,12.0,511000.0,19.0,525000.0,9.0,686000.0,8.0,550000.0
113,CHARLES STURT,WOODVILLE WEST,14.0,547500.0,17.0,542000.0,16.0,513500.0,9.0,595000.0
115,GAWLER,EVANSTON,11.0,360000.0,12.0,290000.0,10.0,285807.5,14.0,287000.0
116,GAWLER,EVANSTON GARDENS,16.0,319500.0,11.0,285000.0,6.0,303000.0,9.0,340000.0
117,GAWLER,EVANSTON PARK,9.0,315000.0,22.0,418000.0,15.0,367500.0,11.0,341500.0
118,GAWLER,EVANSTON SOUTH,2.0,415000.0,1.0,375000.0,2.0,334000.0,2.0,424000.0
120,GAWLER,GAWLER EAST,22.0,370000.0,26.0,378250.0,26.0,345000.0,24.0,347500.0
121,GAWLER,GAWLER SOUTH,16.0,307500.0,12.0,325000.0,12.0,446000.0,11.0,380000.0
122,GAWLER,GAWLER WEST,3.0,275000.0,4.0,235500.0,2.0,253750.0,4.0,323750.0
127,GAWLER,WILLASTON,18.0,300000.0,18.0,320500.0,14.0,270000.0,9.0,347500.0
128,HOLDFAST BAY,BRIGHTON,9.0,764000.0,10.0,700000.0,7.0,724000.0,7.0,645000.0
129,HOLDFAST BAY,GLENELG,4.0,1027500.0,4.0,920000.0,1.0,1350000.0,1.0,775000.0
130,HOLDFAST BAY,GLENELG EAST,12.0,902500.0,6.0,963000.0,6.0,777500.0,10.0,940000.0
131,HOLDFAST BAY,GLENELG NORTH,12.0,618000.0,18.0,821250.0,16.0,760000.0,14.0,700000.0
132,HOLDFAST BAY,GLENELG SOUTH,3.0,1290000.0,7.0,1031000.0,1.0,1170000.0,3.0,1280000.0
133,HOLDFAST BAY,HOVE,9.0,600000.0,9.0,850000.0,7.0,860000.0,6.0,1002500.0
135,HOLDFAST BAY,NORTH BRIGHTON,10.0,720000.0,8.0,805000.0,14.0,625000.0,5.0,650000.0
136,HOLDFAST BAY,SEACLIFF,2.0,1280500.0,5.0,746000.0,10.0,655000.0,5.0,840000.0
137,HOLDFAST BAY,SEACLIFF PARK,19.0,595000.0,12.0,546250.0,10.0,500000.0,8.0,771622.0
138,HOLDFAST BAY,SOMERTON PARK,15.0,900000.0,20.0,967500.0,22.0,938750.0,13.0,989500.0
139,HOLDFAST BAY,SOUTH BRIGHTON,4.0,750000.0,5.0,631500.0,7.0,650000.0,7.0,645000.0
140,MARION,ASCOT PARK,9.0,465000.0,11.0,452000.0,5.0,494250.0,10.0,548000.0
141,MARION,BEDFORD PARK,2.0,481000.0,3.0,478500.0,3.0,532251.0,3.0,447000.0
142,MARION,CLOVELLY PARK,8.0,482000.0,13.0,503000.0,8.0,442000.0,7.0,515000.0
143,MARION,DARLINGTON,5.0,390000.0,4.0,483500.0,1.0,560000.0,2.0,900000.0
144,MARION,DOVER GARDENS,10.0,487500.0,13.0,512500.0,14.0,487500.0,14.0,480000.0
145,MARION,EDWARDSTOWN,6.0,505000.0,17.0,521250.0,14.0,480000.0,10.0,503000.0
146,MARION,GLANDORE,3.0,552200.0,9.0,640700.0,10.0,688500.0,2.0,732500.0
147,MARION,GLENGOWRIE,12.0,632500.0,13.0,760000.0,18.0,665000.0,12.0,720000.0
148,MARION,HALLETT COVE,50.0,465000.0,58.0,471500.0,41.0,491500.0,38.0,487750.0
150,MARION,MARINO,5.0,615000.0,8.0,825000.0,8.0,825000.0,5.0,692500.0
151,MARION,MARION,15.0,528500.0,18.0,538500.0,15.0,525000.0,9.0,557500.0
152,MARION,MITCHELL PARK,12.0,435500.0,15.0,494000.0,12.0,477000.0,16.0,472388.5
153,MARION,MORPHETTVILLE,11.0,577500.0,12.0,535000.0,14.0,553100.0,10.0,575000.0
154,MARION,OAKLANDS PARK,8.0,465000.0,4.0,509000.0,18.0,497500.0,7.0,511000.0
155,MARION,O'HALLORAN HILL,7.0,395000.0,10.0,405750.0,9.0,382250.0,10.0,397500.0
156,MARION,PARK HOLME,12.0,536000.0,9.0,535000.0,16.0,550000.0,10.0,495000.0
157,MARION,PLYMPTON PARK,8.0,601999.5,13.0,540000.0,14.0,582000.0,8.0,584000.0
158,MARION,SEACLIFF PARK,19.0,595000.0,12.0,546250.0,10.0,500000.0,8.0,771622.0
159,MARION,SEACOMBE GARDENS,16.0,470750.0,15.0,455000.0,17.0,470000.0,10.0,462500.0
160,MARION,SEACOMBE HEIGHTS,5.0,586250.0,9.0,530000.0,10.0,545000.0,5.0,490000.0
161,MARION,SEAVIEW DOWNS,5.0,505000.0,11.0,570000.0,10.0,532500.0,8.0,460250.0
162,MARION,SHEIDOW PARK,25.0,460000.0,34.0,465000.0,20.0,451250.0,18.0,418500.0
163,MARION,SOUTH PLYMPTON,10.0,562500.0,17.0,580000.0,15.0,580000.0,15.0,546500.0
164,MARION,STURT,3.0,456000.0,2.0,425000.0,4.0,390000.0,4.0,450000.0
166,MARION,TROTT PARK,7.0,459500.0,5.0,400000.0,10.0,438000.0,5.0,513000.0
167,MARION,WARRADALE,14.0,575000.0,30.0,615000.0,20.0,612500.0,23.0,632500.0
168,MITCHAM,BEDFORD PARK,2.0,481000.0,3.0,478500.0,3.0,532251.0,3.0,447000.0
169,MITCHAM,BELAIR,18.0,629000.0,12.0,775505.5,13.0,775000.0,12.0,672500.0
170,MITCHAM,BELLEVUE HEIGHTS,10.0,515000.0,9.0,545000.0,11.0,541000.0,8.0,635750.0
171,MITCHAM,BLACKWOOD,10.0,540000.0,16.0,535000.0,12.0,633000.0,10.0,750000.0
173,MITCHAM,CLAPHAM,3.0,688888.0,7.0,835000.0,3.0,623000.0,4.0,616000.0
174,MITCHAM,CLARENCE GARDENS,8.0,652000.0,7.0,535000.0,2.0,852525.0,1.0,655000.0
175,MITCHAM,COLONEL LIGHT GARDENS,6.0,843250.0,10.0,920000.0,15.0,880000.0,8.0,900000.0
176,MITCHAM,COROMANDEL VALLEY,16.0,537500.0,19.0,529000.0,14.0,556250.0,13.0,505000.0
177,MITCHAM,CRAFERS WEST,2.0,805000.0,8.0,957500.0,5.0,935000.0,4.0,602500.0
178,MITCHAM,CRAIGBURN FARM,14.0,739000.0,14.0,707500.0,7.0,840000.0,13.0,710000.0
179,MITCHAM,CUMBERLAND PARK,5.0,710000.0,13.0,713000.0,5.0,847750.0,6.0,740000.0
180,MITCHAM,DAW PARK,9.0,765000.0,10.0,700000.0,10.0,655000.0,8.0,680000.0
181,MITCHAM,EDEN HILLS,7.0,550000.0,14.0,635150.0,16.0,540000.0,5.0,543000.0
182,MITCHAM,GLENALTA,4.0,545000.0,11.0,560000.0,5.0,495000.0,8.0,510000.0
183,MITCHAM,HAWTHORN,7.0,960000.0,9.0,970000.0,11.0,1010000.0,4.0,1215000.0
184,MITCHAM,HAWTHORNDENE,14.0,562500.0,17.0,550000.0,15.0,550000.0,14.0,503750.0
185,MITCHAM,KINGSWOOD,5.0,862000.0,5.0,1250000.0,6.0,1300000.0,6.0,885000.0
187,MITCHAM,LOWER MITCHAM,4.0,817000.0,15.0,670000.0,5.0,940000.0,5.0,775250.0
189,MITCHAM,MELROSE PARK,7.0,590000.0,7.0,575000.0,5.0,660000.0,9.0,513750.0
190,MITCHAM,MITCHAM,6.0,833500.0,4.0,985000.0,6.0,825000.0,6.0,974250.0
191,MITCHAM,NETHERBY,7.0,1205000.0,3.0,1380000.0,5.0,935549.0,7.0,1295000.0
192,MITCHAM,PANORAMA,13.0,618000.0,9.0,586500.0,7.0,688750.0,6.0,601000.0
193,MITCHAM,PASADENA,3.0,520000.0,18.0,575500.0,9.0,610000.0,7.0,565050.0
194,MITCHAM,SPRINGFIELD,3.0,1200000.0,2.0,1775000.0,4.0,1535000.0,2.0,1525000.0
195,MITCHAM,ST MARYS,11.0,466500.0,19.0,477000.0,4.0,437000.0,4.0,409000.0
196,MITCHAM,TORRENS PARK,8.0,885000.0,12.0,798500.0,13.0,877500.0,14.0,758000.0
197,MITCHAM,UPPER STURT,2.0,603000.0,4.0,507500.0,4.0,515000.0,2.0,670000.0
198,MITCHAM,URRBRAE,5.0,1150000.0,3.0,1060000.0,4.0,1077500.0,2.0,1152500.0
199,MITCHAM,WESTBOURNE PARK,5.0,1005000.0,6.0,990000.0,7.0,1110000.0,2.0,1040000.0
201,NORWOOD PAYNEHAM & ST PETERS,EVANDALE,4.0,781450.0,3.0,740000.0,1.0,742000.0,3.0,725000.0
202,NORWOOD PAYNEHAM & ST PETERS,FELIXSTOW,6.0,725000.0,11.0,635000.0,7.0,748750.0,11.0,576000.0
204,NORWOOD PAYNEHAM & ST PETERS,GLYNDE,4.0,644000.0,7.0,690000.0,11.0,600000.0,4.0,680000.0
207,NORWOOD PAYNEHAM & ST PETERS,JOSLIN,1.0,880000.0,3.0,1610000.0,1.0,911000.0,7.0,1170000.0
208,NORWOOD PAYNEHAM & ST PETERS,KENSINGTON,2.0,775000.0,4.0,710000.0,3.0,770000.0,3.0,640000.0
210,NORWOOD PAYNEHAM & ST PETERS,MARDEN,2.0,743500.0,5.0,810000.0,11.0,655000.0,4.0,885000.0
212,NORWOOD PAYNEHAM & ST PETERS,MAYLANDS,1.0,873000.0,6.0,1100000.0,4.0,725750.0,5.0,920000.0
213,NORWOOD PAYNEHAM & ST PETERS,NORWOOD,17.0,856000.0,19.0,1165000.0,7.0,1300000.0,9.0,1496700.0
214,NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM,9.0,675000.0,6.0,575000.0,4.0,618750.0,4.0,649000.0
215,NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM SOUTH,10.0,721000.0,6.0,855000.0,6.0,892500.0,2.0,827500.0
216,NORWOOD PAYNEHAM & ST PETERS,ROYSTON PARK,3.0,840000.0,6.0,1200000.0,4.0,1020000.0,1.0,1440000.0
217,NORWOOD PAYNEHAM & ST PETERS,ST MORRIS,1.0,951650.0,7.0,655000.0,3.0,900000.0,3.0,641000.0
218,NORWOOD PAYNEHAM & ST PETERS,ST PETERS,5.0,1062500.0,12.0,1217500.0,9.0,1280000.0,8.0,2010000.0
220,NORWOOD PAYNEHAM & ST PETERS,TRINITY GARDENS,1.0,875000.0,5.0,900000.0,3.0,965000.0,4.0,880000.0
221,ONKAPARINGA,ABERFOYLE PARK,26.0,422500.0,34.0,443000.0,43.0,410000.0,42.0,435000.0
222,ONKAPARINGA,ALDINGA,2.0,507500.0,3.0,355000.0,1.0,415000.0,1.0,405000.0
223,ONKAPARINGA,ALDINGA BEACH,41.0,375000.0,42.0,380000.0,54.0,358750.0,39.0,382250.0
225,ONKAPARINGA,CHANDLERS HILL,1.0,940000.0,1.0,860000.0,1.0,505000.0,2.0,680000.0
227,ONKAPARINGA,CHRISTIE DOWNS,13.0,295000.0,14.0,280000.0,12.0,278000.0,17.0,287500.0
228,ONKAPARINGA,CHRISTIES BEACH,33.0,367750.0,30.0,380000.0,27.0,345000.0,18.0,337000.0
231,ONKAPARINGA,COROMANDEL VALLEY,16.0,537500.0,19.0,529000.0,14.0,556250.0,13.0,505000.0
232,ONKAPARINGA,CRAIGBURN FARM,14.0,739000.0,14.0,707500.0,7.0,840000.0,13.0,710000.0
233,ONKAPARINGA,DARLINGTON,5.0,390000.0,4.0,483500.0,1.0,560000.0,2.0,900000.0
235,ONKAPARINGA,FLAGSTAFF HILL,36.0,567000.0,40.0,514000.0,28.0,500000.0,37.0,520000.0
236,ONKAPARINGA,HACKHAM,17.0,280000.0,18.0,287000.0,21.0,313000.0,15.0,302000.0
237,ONKAPARINGA,HACKHAM WEST,8.0,225000.0,18.0,233750.0,14.0,255025.0,12.0,250500.0
238,ONKAPARINGA,HALLETT COVE,50.0,465000.0,58.0,471500.0,41.0,491500.0,38.0,487750.0
239,ONKAPARINGA,HAPPY VALLEY,39.0,401250.0,38.0,415000.0,42.0,405000.0,39.0,379000.0
240,ONKAPARINGA,HUNTFIELD HEIGHTS,8.0,280000.0,15.0,308000.0,16.0,265500.0,13.0,345000.0
244,ONKAPARINGA,MASLIN BEACH,4.0,362750.0,6.0,433750.0,4.0,495000.0,6.0,390000.0
245,ONKAPARINGA,MCLAREN FLAT,3.0,540000.0,6.0,568750.0,6.0,587375.0,3.0,390000.0
246,ONKAPARINGA,MCLAREN VALE,16.0,471000.0,9.0,428000.0,12.0,485000.0,15.0,530000.0
247,ONKAPARINGA,MOANA,10.0,438500.0,8.0,426000.0,13.0,435000.0,8.0,472000.0
248,ONKAPARINGA,MORPHETT VALE,83.0,308000.0,105.0,308500.0,83.0,316500.0,65.0,322000.0
250,ONKAPARINGA,NOARLUNGA DOWNS,8.0,277500.0,24.0,324750.0,14.0,367000.0,15.0,330000.0
251,ONKAPARINGA,O'HALLORAN HILL,7.0,395000.0,10.0,405750.0,9.0,382250.0,10.0,397500.0
252,ONKAPARINGA,OLD NOARLUNGA,9.0,327500.0,5.0,585000.0,5.0,395000.0,5.0,385000.0
253,ONKAPARINGA,OLD REYNELLA,11.0,405000.0,12.0,400000.0,12.0,387500.0,5.0,370000.0
254,ONKAPARINGA,ONKAPARINGA HILLS,10.0,500000.0,7.0,465000.0,7.0,487500.0,12.0,452500.0
255,ONKAPARINGA,O'SULLIVAN BEACH,9.0,300000.0,5.0,317025.0,8.0,310300.0,11.0,274550.0
256,ONKAPARINGA,PORT NOARLUNGA,12.0,375000.0,7.0,447500.0,13.0,370000.0,14.0,417000.0
257,ONKAPARINGA,PORT NOARLUNGA SOUTH,7.0,477500.0,10.0,396250.0,15.0,411000.0,10.0,430000.0
258,ONKAPARINGA,PORT WILLUNGA,5.0,642500.0,11.0,390000.0,7.0,383000.0,8.0,417500.0
259,ONKAPARINGA,REYNELLA,18.0,350500.0,21.0,340000.0,33.0,329000.0,20.0,345000.0
260,ONKAPARINGA,REYNELLA EAST,6.0,391500.0,3.0,404000.0,6.0,346500.0,4.0,360000.0
261,ONKAPARINGA,SEAFORD,16.0,340000.0,18.0,375000.0,12.0,349750.0,13.0,338000.0
262,ONKAPARINGA,SEAFORD HEIGHTS,3.0,389000.0,7.0,452500.0,4.0,440000.0,2.0,485000.0
263,ONKAPARINGA,SEAFORD MEADOWS,20.0,400000.0,22.0,417000.0,18.0,388500.0,13.0,402250.0
264,ONKAPARINGA,SEAFORD RISE,21.0,395000.0,26.0,395000.0,30.0,390000.0,21.0,391125.0
265,ONKAPARINGA,SELLICKS BEACH,13.0,348500.0,16.0,317500.0,15.0,401000.0,19.0,390000.0
269,ONKAPARINGA,VALE PARK,10.0,660000.0,7.0,706000.0,5.0,874500.0,9.0,800000.0
271,ONKAPARINGA,WILLUNGA,5.0,609750.0,14.0,500000.0,16.0,510000.0,9.0,630000.0
273,ONKAPARINGA,WOODCROFT,36.0,411250.0,26.0,420000.0,34.0,430000.0,28.0,390500.0
274,PLAYFORD,ANDREWS FARM,24.0,287250.0,35.0,310000.0,44.0,280000.0,49.0,267500.0
275,PLAYFORD,ANGLE VALE,5.0,640000.0,8.0,497500.0,4.0,592500.0,9.0,430000.0
277,PLAYFORD,BLAKEVIEW,36.0,327750.0,43.0,342000.0,26.0,304000.0,39.0,355000.0
279,PLAYFORD,CRAIGMORE,31.0,300000.0,51.0,315000.0,41.0,316000.0,32.0,292500.0
280,PLAYFORD,DAVOREN PARK,20.0,182000.0,11.0,183000.0,22.0,185500.0,21.0,189500.0
283,PLAYFORD,ELIZABETH,1.0,224000.0,1.0,211000.0,6.0,230000.0,5.0,261500.0
284,PLAYFORD,ELIZABETH DOWNS,23.0,190000.0,11.0,203250.0,11.0,204000.0,24.0,197750.0
285,PLAYFORD,ELIZABETH EAST,12.0,222500.0,13.0,230000.0,11.0,193500.0,9.0,225000.0
286,PLAYFORD,ELIZABETH GROVE,5.0,250000.0,6.0,247750.0,7.0,245000.0,8.0,250750.0
287,PLAYFORD,ELIZABETH NORTH,7.0,218000.0,10.0,206500.0,11.0,204500.0,5.0,175000.0
288,PLAYFORD,ELIZABETH PARK,16.0,213000.0,19.0,215000.0,15.0,203000.0,18.0,212500.0
289,PLAYFORD,ELIZABETH SOUTH,6.0,185000.0,4.0,185000.0,7.0,209000.0,8.0,185000.0
290,PLAYFORD,ELIZABETH VALE,10.0,270000.0,11.0,255000.0,10.0,264000.0,10.0,238000.0
291,PLAYFORD,EVANSTON PARK,9.0,315000.0,22.0,418000.0,15.0,367500.0,11.0,341500.0
292,PLAYFORD,EYRE,5.0,305000.0,5.0,310000.0,5.0,340000.0,3.0,282149.0
294,PLAYFORD,HILLBANK,16.0,372500.0,15.0,363000.0,27.0,342500.0,21.0,374250.0
298,PLAYFORD,MUNNO PARA,20.0,257000.0,11.0,230000.0,18.0,294500.0,11.0,249000.0
300,PLAYFORD,MUNNO PARA WEST,23.0,297000.0,33.0,280000.0,29.0,271250.0,30.0,271000.0
305,PLAYFORD,SMITHFIELD,7.0,210000.0,5.0,260000.0,9.0,250000.0,11.0,220000.0
306,PLAYFORD,SMITHFIELD PLAINS,9.0,200000.0,7.0,202500.0,10.0,201000.0,7.0,210000.0
309,PLAYFORD,VIRGINIA,3.0,525000.0,6.0,517500.0,5.0,500000.0,3.0,495000.0
312,PORT ADELAIDE ENFIELD,ALBERTON,9.0,550000.0,11.0,410000.0,6.0,410000.0,10.0,674500.0
313,PORT ADELAIDE ENFIELD,ANGLE PARK,2.0,439500.0,4.0,392250.0,3.0,410000.0,3.0,485000.0
314,PORT ADELAIDE ENFIELD,BIRKENHEAD,10.0,455000.0,7.0,484500.0,8.0,404000.0,4.0,450000.0
315,PORT ADELAIDE ENFIELD,BLAIR ATHOL,12.0,510000.0,24.0,505000.0,17.0,480000.0,15.0,479000.0
316,PORT ADELAIDE ENFIELD,BROADVIEW,17.0,582000.0,14.0,520000.0,10.0,573050.0,10.0,590250.0
317,PORT ADELAIDE ENFIELD,CLEARVIEW,17.0,445000.0,15.0,425000.0,13.0,480000.0,8.0,427500.0
318,PORT ADELAIDE ENFIELD,CROYDON PARK,11.0,452250.0,21.0,492500.0,13.0,528000.0,6.0,454000.0
319,PORT ADELAIDE ENFIELD,DERNANCOURT,7.0,432000.0,11.0,480000.0,21.0,460250.0,7.0,520000.0
320,PORT ADELAIDE ENFIELD,DEVON PARK,5.0,560075.0,1.0,477000.0,2.0,520000.0,4.0,568000.0
322,PORT ADELAIDE ENFIELD,DUDLEY PARK,1.0,401000.0,1.0,320000.0,1.0,445000.0,4.0,437500.0
323,PORT ADELAIDE ENFIELD,ENFIELD,27.0,455000.0,24.0,445000.0,25.0,454250.0,27.0,437500.0
324,PORT ADELAIDE ENFIELD,ETHELTON,5.0,406000.0,7.0,445000.0,3.0,582500.0,1.0,492000.0
325,PORT ADELAIDE ENFIELD,EXETER,3.0,405000.0,1.0,575000.0,8.0,505000.0,2.0,588750.0
